College,City,State,Country
UNIVERSITY OF CAMBRIDGE,CAMBRIDGE,,UNITED KINGDOM
UNIVERSITY OF CANBERRA,BRUCE ACT,,AUSTRALIA
UNIVERSITY OF CENTRAL ARKANSAS,CONWAY,AR,UNITED STATES
UNIVERSITY OF CENTRAL CALIFORNIA,SACRAMENTO,CA,UNITED STATES
UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FL,UNITED STATES
UNIVERSITY OF CENTRAL OKLAHOMA,EDMOND,OK,UNITED STATES
UNIVERSITY OF CHARLESTON,CHARLESTON,WV,UNITED STATES
UNIVERSITY OF CHESTER,CHESTER,,UNITED KINGDOM
UNIVERSITY OF CHICAGO,CHICAGO,IL,UNITED STATES
UNIVERSITY OF CHICHESTER,CHICHESTER,,UNITED KINGDOM
UNIVERSITY OF CINCINNATI,CINCINNATI,OH,UNITED STATES
UNIVERSITY OF COLORADO-BOULDER,BOULDER,CO,UNITED STATES
UNIVERSITY OF COLORADO-COLORADO SPRINGS,COLORADO SPRINGS,CO,UNITED STATES
UNIVERSITY OF COLORADO-DENVER,DENVER,CO,UNITED STATES
UNIVERSITY OF CONNECTICUT,STORRS,CT,UNITED STATES
UNIVERSITY OF CORPUS CHRISTI,CORPUS CHRISTI,TX,UNITED STATES
UNIVERSITY OF DALLAS,IRVING,TX,UNITED STATES
UNIVERSITY OF DAYTON,DAYTON,OH,UNITED STATES
UNIVERSITY OF DELAWARE,NEWARK,DE,UNITED STATES
UNIVERSITY OF DENVER,DENVER,CO,UNITED STATES
UNIVERSITY OF DETROIT,DETROIT,MI,UNITED STATES
UNIVERSITY OF DUBUQUE,DUBUQUE,IA,UNITED STATES
UNIVERSITY OF DUNDEE,DUNDEE,,UNITED KINGDOM
UNIVERSITY OF EAST ANGLIA,NORWICH,,UNITED KINGDOM
UNIVERSITY OF EAST LONDON,LONDON,,UNITED KINGDOM
UNIVERSITY OF EDINBURGH,EDINBURGH,,UNITED KINGDOM
UNIVERSITY OF ESSEX,COLCHESTER,,UNITED KINGDOM
UNIVERSITY OF EVANSVILLE,EVANSVILLE,IN,UNITED STATES
UNIVERSITY OF EXETER,EXETER,,UNITED KINGDOM
UNIVERSITY OF FINDLAY,FINDLAY,OH,UNITED STATES
UNIVERSITY OF FLORIDA,GAINESVILLE,FL,UNITED STATES
UNIVERSITY OF GEORGIA,ATHENS,GA,UNITED STATES
UNIVERSITY OF GLASGOW,GLASGOW,,UNITED KINGDOM
UNIVERSITY OF GREAT FALLS,GREAT FALLS,MT,UNITED STATES
UNIVERSITY OF GREENWICH,LONDON,,UNITED KINGDOM
UNIVERSITY OF GUELPH,GUELPH,ON,CANADA
UNIVERSITY OF HAIFA,HAIFA,,ISRAEL
UNIVERSITY OF HARTFORD,WEST HARTFORD,CT,UNITED STATES
UNIVERSITY OF HAWAII AT MANOA,HONOLULU,HI,UNITED STATES
UNIVERSITY OF HAWAII-HILO,HILO,HI,UNITED STATES
UNIVERSITY OF HONG KONG,HONG KONG,,HONG KONG
UNIVERSITY OF HOUSTON-CLEAR LAKE,HOUSTON,TX,UNITED STATES
UNIVERSITY OF HOUSTON-DOWNTOWN COLLEGE,HOUSTON,TX,UNITED STATES
UNIVERSITY OF HOUSTON-UNIVERSITY PARK,HOUSTON,TX,UNITED STATES
UNIVERSITY OF IDAHO,MOSCOW,ID,UNITED STATES
UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,IL,UNITED STATES
UNIVERSITY OF ILLINOIS HLTH SCIENCES CTR,CHICAGO,IL,UNITED STATES
UNIVERSITY OF ILLINOIS-SPRINGFIELD,SPRINGFIELD,IL,UNITED STATES
UNIVERSITY OF ILLINOIS-URBANA CHAMPAIGN,URBANA,IL,UNITED STATES
UNIVERSITY OF INDIANAPOLIS,INDIANAPOLIS,IN,UNITED STATES
UNIVERSITY OF IOWA,IOWA CITY,IA,UNITED STATES
UNIVERSITY OF JUDAISM/LEE COLLEGE,LOS ANGELES,CA,UNITED STATES
UNIVERSITY OF KANSAS,LAWRENCE,KS,UNITED STATES
UNIVERSITY OF KENTUCKY,LEXINGTON,KY,UNITED STATES
UNIVERSITY OF KENTUCKY CTR AT FORT KNOX,FT KNOX,KY,UNITED STATES
UNIVERSITY OF KING’S COLLEGE-HALIFAX,HALIFAX,NS,CANADA
UNIVERSITY OF LA VERNE,LA VERNE,CA,UNITED STATES
UNIVERSITY OF LEEDS,LEEDS,,UNITED KINGDOM
UNIVERSITY OF LETHBRIDGE,LETHBRIDGE,AB,CANADA
UNIVERSITY OF LOUISVILLE,LOUISVILLE,KY,UNITED STATES
UNIVERSITY OF MAINE AT AUGUSTA,AUGUSTA,ME,UNITED STATES
UNIVERSITY OF MAINE AT FARMINGTON,FARMINGTON,ME,UNITED STATES
UNIVERSITY OF MAINE AT FORT KENT,FORT KENT,ME,UNITED STATES
UNIVERSITY OF MAINE AT MACHIAS,MACHIAS,ME,UNITED STATES
UNIVERSITY OF MAINE AT ORONO,ORONO,ME,UNITED STATES
UNIVERSITY OF MAINE AT PRESQUE ISLE,PRESQUE ISLE,ME,UNITED STATES
UNIVERSITY OF MANCHESTER,MANCHESTER,,UNITED KINGDOM
UNIVERSITY OF MANITOBA,WINNIPEG,MB,CANADA
UNIVERSITY OF MARY,BISMARCK,ND,UNITED STATES
UNIVERSITY OF MARY HARDIN-BAYLOR,BELTON,TX,UNITED STATES
UNIVERSITY OF MARYLAND GLOBAL CAMPUS,COLLEGE PARK,MD,UNITED STATES
UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,BALTIMORE,MD,UNITED STATES
UNIVERSITY OF MARYLAND-COLLEGE PARK,COLLEGE PARK,MD,UNITED STATES
UNIVERSITY OF MARYLAND-EASTERN SHORE,PRINCESS ANNE,MD,UNITED STATES
UNIVERSITY OF MASSACHUSETTS-AMHERST,AMHERST,MA,UNITED STATES
UNIVERSITY OF MASSACHUSETTS-BOSTON,BOSTON,MA,UNITED STATES
UNIVERSITY OF MASSACHUSETTS-DARTMOUTH,NORTH DARTMOUTH,MA,UNITED STATES
UNIVERSITY OF MASSACHUSETTS-LOWELL,LOWELL,MA,UNITED STATES
UNIVERSITY OF MEMPHIS,MEMPHIS,TN,UNITED STATES
UNIVERSITY OF MIAMI,CORAL GABLES,FL,UNITED STATES
UNIVERSITY OF MICHIGAN-ANN ARBOR,ANN ARBOR,MI,UNITED STATES
UNIVERSITY OF MICHIGAN-DEARBORN,DEARBORN,MI,UNITED STATES
UNIVERSITY OF MICHIGAN-FLINT,FLINT,MI,UNITED STATES
UNIVERSITY OF MINNESOTA TECH COLLEGE-WASECA,WASECA,MN,UNITED STATES
UNIVERSITY OF MINNESOTA-CROOKSTON,CROOKSTON,MN,UNITED STATES
UNIVERSITY OF MINNESOTA-DULUTH,DULUTH,MN,UNITED STATES
UNIVERSITY OF MINNESOTA-MINNEAPOLIS,MINNEAPOLIS,MN,UNITED STATES
UNIVERSITY OF MINNESOTA-MORRIS,MORRIS,MN,UNITED STATES
UNIVERSITY OF MISSISSIPPI,UNIVERSITY,MS,UNITED STATES
UNIVERSITY OF MISSISSIPPI MEDICAL CTR,JACKSON,MS,UNITED STATES
UNIVERSITY OF MISSOURI-COLUMBIA,COLUMBIA,MO,UNITED STATES
UNIVERSITY OF MISSOURI-KANSAS CITY,KANSAS CITY,MO,UNITED STATES
UNIVERSITY OF MISSOURI-ROLLA,ROLLA,MO,UNITED STATES
UNIVERSITY OF MISSOURI-ST LOUIS,ST LOUIS,MO,UNITED STATES
UNIVERSITY OF MOBILE,MOBILE,AL,UNITED STATES
UNIVERSITY OF MONTANA,MISSOULA,MT,UNITED STATES
UNIVERSITY OF MONTEVALLO,MONTEVALLO,AL,UNITED STATES
UNIVERSITY OF NEBRASKA AT KEARNEY,KEARNEY,NE,UNITED STATES
UNIVERSITY OF NEBRASKA AT LINCOLN,LINCOLN,NE,UNITED STATES
UNIVERSITY OF NEBRASKA MEDICAL CENTER,OMAHA,NE,UNITED STATES
UNIVERSITY OF NEBRASKA SCHOOL OF TECH/AGRIC,CURTIS,NE,UNITED STATES
UNIVERSITY OF NEBRASKA-OMAHA,OMAHA,NE,UNITED STATES
UNIVERSITY OF NEVADA-LAS VEGAS,LAS VEGAS,NV,UNITED STATES
UNIVERSITY OF NEVADA-RENO,RENO,NV,UNITED STATES
UNIVERSITY OF NEW ENGLAND,ARMIDALE NSW,,AUSTRALIA
UNIVERSITY OF NEW ENGLAND,BIDDEFORD,ME,UNITED STATES
UNIVERSITY OF NEW HAMPSHIRE,DURHAM,NH,UNITED STATES
UNIVERSITY OF NEW HAVEN,WEST HAVEN,CT,UNITED STATES
UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,UNITED STATES
UNIVERSITY OF NEW MEXICO-LOS ALAMOS,LOS ALAMOS,NM,UNITED STATES
UNIVERSITY OF NEW MEXICO-VALENCIA COUNTY,BELEN,NM,UNITED STATES
UNIVERSITY OF NEW ORLEANS,NEW ORLEANS,LA,UNITED STATES
UNIVERSITY OF NEWCASTLE,CALLAGHAN NSW,,AUSTRALIA
UNIVERSITY OF NORTH ALABAMA,FLORENCE,AL,UNITED STATES
UNIVERSITY OF NORTH CAROLINA,CHAPEL HILL,NC,UNITED STATES
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,ASHEVILLE,NC,UNITED STATES
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,CHARLOTTE,NC,UNITED STATES
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,GREENSBORO,NC,UNITED STATES
UNIVERSITY OF NORTH CAROLINA AT WILMINGTON,WILMINGTON,NC,UNITED STATES
UNIVERSITY OF NORTH DAKOTA,GRAND FORKS,ND,UNITED STATES
UNIVERSITY OF NORTH DAKOTA - LAKE REGION,DEVILS LAKE,ND,UNITED STATES
UNIVERSITY OF NORTH DAKOTA-WILLISTON,WILLISTON,ND,UNITED STATES
UNIVERSITY OF NORTH FLORIDA,JACKSONVILLE,FL,UNITED STATES
UNIVERSITY OF NORTH TEXAS,DENTON,TX,UNITED STATES
UNIVERSITY OF NORTHAMPTON,NORTHAMPTON,,UNITED KINGDOM
UNIVERSITY OF NORTHERN COLORADO,GREELEY,CO,UNITED STATES
UNIVERSITY OF NORTHERN IOWA,CEDAR FALLS,IA,UNITED STATES
UNIVERSITY OF NOTRE DAME,NOTRE DAME,IN,UNITED STATES
UNIVERSITY OF NOTTINGHAM,NOTTINGHAM,,UNITED KINGDOM
UNIVERSITY OF OKLAHOMA,NORMAN,OK,UNITED STATES
UNIVERSITY OF ONTARIO INSTITUTE OF TECH,OSHAWA,ON,CANADA
UNIVERSITY OF OREGON,EUGENE,OR,UNITED STATES
UNIVERSITY OF OSTEOPATHIC MEDICINE,DES MOINES,IA,UNITED STATES
UNIVERSITY OF OXFORD,OXFORD,,UNITED KINGDOM
UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,UNITED STATES
UNIVERSITY OF PHOENIX,PHOENIX,AZ,UNITED STATES
UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,UNITED STATES
UNIVERSITY OF PITTSBURGH AT BRADFORD,BRADFORD,PA,UNITED STATES
UNIVERSITY OF PITTSBURGH AT GREENSBURG,GREENSBURG,PA,UNITED STATES
UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,JOHNSTOWN,PA,UNITED STATES
UNIVERSITY OF PITTSBURGH AT TITUSVILLE,TITUSVILLE,PA,UNITED STATES
UNIVERSITY OF PLYMOUTH,PLYMOUTH,,UNITED KINGDOM
UNIVERSITY OF PORTLAND,PORTLAND,OR,UNITED STATES
UNIVERSITY OF PORTSMOUTH,PORTSMOUTH,,UNITED KINGDOM
UNIVERSITY OF PUERTO RICO - BAYAMON,BAYAMON,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-AGUADILLA REG COLLEGE,AGUADILLA,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-ARECIBO,ARECIBO,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-CAROLINA REGIONAL,CAROLINA,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-CAYEY UNIVERSITY COLLEGE,CAYEY,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-HUMACAO,HUMACAO,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-LA MONTANA,UTUADO,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-MAYAGUEZ,MAYAGUEZ,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-MEDICAL SCIENCES,SAN JUAN,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-PONCE TECH UNIVERSITY COLLEGE,PONCE,PR,UNITED STATES
UNIVERSITY OF PUERTO RICO-RIO PIEDRAS,RIO PIEDRAS,PR,UNITED STATES
UNIVERSITY OF PUGET SOUND,TACOMA,WA,UNITED STATES
UNIVERSITY OF QUEENSLAND,ST LUCIA,,AUSTRALIA
UNIVERSITY OF READING,READING,,UNITED KINGDOM
UNIVERSITY OF REDLANDS,REDLANDS,CA,UNITED STATES
UNIVERSITY OF REGINA,REGINA,SK,CANADA
UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,UNITED STATES
UNIVERSITY OF RICHMOND,RICHMOND,VA,UNITED STATES
UNIVERSITY OF RIO GRANDE,RIO GRANDE,OH,UNITED STATES
UNIVERSITY OF ROCHESTER,ROCHESTER,NY,UNITED STATES
UNIVERSITY OF SAINT ANDREWS,ST ANDREWS,,UNITED KINGDOM
UNIVERSITY OF SALERNO,FISCIANO,,ITALY
UNIVERSITY OF SAN DIEGO,SAN DIEGO,CA,UNITED STATES
UNIVERSITY OF SAN FRANCISCO,SAN FRANCISCO,CA,UNITED STATES
UNIVERSITY OF SANNIO,BENEVENTO,,ITALY
UNIVERSITY OF SANTA CLARA,SANTA CLARA,CA,UNITED STATES
UNIVERSITY OF SASKATCHEWAN,SASKATOON,SK,CANADA
UNIVERSITY OF SCIENCE & ARTS OF OKLA,CHICKASHA,OK,UNITED STATES
UNIVERSITY OF SCRANTON,SCRANTON,PA,UNITED STATES
UNIVERSITY OF SHEFFIELD,SHEFFIELD,,UNITED KINGDOM
UNIVERSITY OF SIOUX FALLS,SIOUX FALLS,SD,UNITED STATES
UNIVERSITY OF SOUTH ALABAMA,MOBILE,AL,UNITED STATES
UNIVERSITY OF SOUTH AUSTRALIA,ADELAIDE,,AUSTRALIA
UNIVERSITY OF SOUTH CAROLINA,COLUMBIA,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-AIKEN,AIKEN,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-BEAUFORT,BEAUFORT,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-FT JACKSON,COLUMBIA,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-LANCASTER,LANCASTER,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-SALKEHATCHIE,ALLENDALE,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-SPARTANBURG,SPARTANBURG,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-SUMTER,SUMTER,SC,UNITED STATES
UNIVERSITY OF SOUTH CAROLINA-UNION,UNION,SC,UNITED STATES
UNIVERSITY OF SOUTH DAKOTA,VERMILLION,SD,UNITED STATES
UNIVERSITY OF SOUTH DAKOTA-SPRINGFIELD,SPRINGFIELD,SD,UNITED STATES
UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,UNITED STATES
UNIVERSITY OF SOUTH WALES-TREFOREST,PONTYPRIDD WALES,,UNITED KINGDOM
UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,UNITED STATES
UNIVERSITY OF SOUTHERN COLORADO,PUEBLO,CO,UNITED STATES
UNIVERSITY OF SOUTHERN INDIANA,EVANSVILLE,IN,UNITED STATES
UNIVERSITY OF SOUTHERN MAINE,GORHAM,ME,UNITED STATES
UNIVERSITY OF SOUTHWESTERN LOUISIANA,LAFAYETTE,LA,UNITED STATES
UNIVERSITY OF ST THOMAS,HOUSTON,TX,UNITED STATES
UNIVERSITY OF ST THOMAS,ST PAUL,MN,UNITED STATES
UNIVERSITY OF STIRLING,STIRLING SCOTLAND,,UNITED KINGDOM
UNIVERSITY OF STRATHCLYDE,GLASGOW,,UNITED KINGDOM
UNIVERSITY OF SUNDERLAND,SUNDERLAND,,UNITED KINGDOM
UNIVERSITY OF SURREY,GUILDFORD,,UNITED KINGDOM
UNIVERSITY OF SYDNEY,UNIVERSITY OF SYDNEY,,AUSTRALIA
UNIVERSITY OF TAMPA,TAMPA,FL,UNITED STATES
UNIVERSITY OF TENNESSEE-CHATTANOOGA,CHATTANOOGA,TN,UNITED STATES
UNIVERSITY OF TENNESSEE-CTR HEALTH SCI,MEMPHIS,TN,UNITED STATES
UNIVERSITY OF TENNESSEE-KNOXVILLE,KNOXVILLE,TN,UNITED STATES
UNIVERSITY OF TENNESSEE-MARTIN,MARTIN,TN,UNITED STATES
UNIVERSITY OF TEXAS AT ARLINGTON,ARLINGTON,TX,UNITED STATES
UNIVERSITY OF TEXAS AT AUSTIN,AUSTIN,TX,UNITED STATES
THE UNIVERSITY OF TEXAS AT DALLAS,RICHARDSON,TX,UNITED STATES
UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,UNITED STATES
UNIVERSITY OF TEXAS AT SAN ANTONIO,SAN ANTONIO,TX,UNITED STATES
UNIVERSITY OF TEXAS AT TYLER,TYLER,TX,UNITED STATES
UNIVERSITY OF TEXAS HEALTH SCI CTR-SAN ANTONIO,SAN ANTONIO,TX,UNITED STATES
UNIVERSITY OF TEXAS HLTH SCI CTR-DENTAL,HOUSTON,TX,UNITED STATES
UNIVERSITY OF TEXAS MEDICAL BRANCH,GALVESTON,TX,UNITED STATES
UNIVERSITY OF TEXAS SOUTHWESTERN MED CTR,DALLAS,TX,UNITED STATES
UNIVERSITY OF TEXAS-BROWNSVILLE,BROWNSVILLE,TX,UNITED STATES
UNIVERSITY OF TEXAS-HOUSTON HEALTH SCI CTR,HOUSTON,TX,UNITED STATES
UNIVERSITY OF TEXAS-PAN AMERICAN,EDINBURG,TX,UNITED STATES
UNIVERSITY OF THE AMERICAS,PUEBLA,,MEXICO
UNIVERSITY OF THE ARTS,PHILADELPHIA,PA,UNITED STATES
UNIVERSITY OF THE DISTRICT OF COLUMBIA,WASHINGTON,DC,UNITED STATES
UNIVERSITY OF THE OZARKS,CLARKSVILLE,AR,UNITED STATES
UNIVERSITY OF THE PACIFIC,STOCKTON,CA,UNITED STATES
UNIVERSITY OF THE SACRED HEART,SANTURCE,PR,UNITED STATES
UNIVERSITY OF THE SOUTH,SEWANEE,TN,UNITED STATES
UNIVERSITY OF THE STATE OF NEW YORK,ALBANY,NY,UNITED STATES
UNIVERSITY OF THE WEST OF ENGLAND,BRISTOL,,UNITED KINGDOM
UNIVERSITY OF TOKYO,BUNKYO-KU,,JAPAN
UNIVERSITY OF TOLEDO,TOLEDO,OH,UNITED STATES
UNIVERSITY OF TORONTO,TORONTO,ON,CANADA
UNIVERSITY OF TULSA,TULSA,OK,UNITED STATES
UNIVERSITY OF UTAH,SALT LAKE CITY,UT,UNITED STATES
UNIVERSITY OF VERMONT,BURLINGTON,VT,UNITED STATES
UNIVERSITY OF VICTORIA,VICTORIA,BC,CANADA
UNIVERSITY OF VIRGINIA,CHARLOTTESVILLE,VA,UNITED STATES
UNIVERSITY OF WARWICK,COVENTRY,,UNITED KINGDOM
UNIVERSITY OF WASHINGTON,SEATTLE,WA,UNITED STATES
UNIVERSITY OF WATERLOO,WATERLOO,ON,CANADA
UNIVERSITY OF WEST ALABAMA,LIVINGSTON,AL,UNITED STATES
UNIVERSITY OF WEST FLORIDA,PENSACOLA,FL,UNITED STATES
UNIVERSITY OF WEST L A SCHOOL OF LAW,CULVER CITY,CA,UNITED STATES
UNIVERSITY OF WEST LONDON,LONDON,,UNITED KINGDOM
UNIVERSITY OF WESTERN SYDNEY,PENRITH S DC NSW,,AUSTRALIA
UNIVERSITY OF WESTMINSTER,LONDON,,UNITED KINGDOM
UNIVERSITY OF WINDSOR,WINDSOR,ON,CANADA
UNIVERSITY OF WISCONSIN CENTER-BARABOO SAUK,BARABOO,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-BARRON COUNTY,RICE LAKE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-FOND DU LAC,FOND DU LAC,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-FOX VALLEY,MENASHA,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-MANITOWOC CTY,MANITOWOC,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-MARATHON CTY,WAUSAU,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-MARINETTE CTY,MARINETTE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-MARSHFIELD WD,MARSHFIELD,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-RICHLAND,RICHLAND CENTER,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-ROCK COUNTY,JANESVILLE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-SHEBOYGAN,SHEBOYGAN,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-WASHINGTON CTY,WEST BEND,WI,UNITED STATES
UNIVERSITY OF WISCONSIN CENTER-WAUKESHA CTY,WAUKESHA,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-EAU CLAIRE,EAU CLAIRE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-EXTENSION,MADISON,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-GREEN BAY,GREEN BAY,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-LA CROSSE,LA CROSSE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-MILWAUKEE,MILWAUKEE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-OSHKOSH,OSHKOSH,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-PARKSIDE,KENOSHA,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-PLATTEVILLE,PLATTEVILLE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-RIVER FALLS,RIVER FALLS,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-STEVENS POINT,STEVENS POINT,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-STOUT,MENOMONIE,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-SUPERIOR,SUPERIOR,WI,UNITED STATES
UNIVERSITY OF WISCONSIN-WHITEWATER,WHITEWATER,WI,UNITED STATES
UNIVERSITY OF WOLLONGONG,WOLLONGONG NSW,,AUSTRALIA
UNIVERSITY OF WYOMING,LARAMIE,WY,UNITED STATES
UNIVERSITY OF YORK,YORK,,UNITED KINGDOM
UNIVERSITY POLITECNICA DE PUERTO RICO,HATO REY,PR,UNITED STATES
UNIVERSITY ROEHAMPTON LONDON,LONDON,,UNITED KINGDOM
UNIVERSITY SOUTHERN MISSISSIPPI,HATTIESBURG,MS,UNITED STATES
UNIVERSITY SOUTHERN MISSISSIPPI-GULF PK,HATTIESBURG,MS,UNITED STATES
UNIVERSITY SOUTHERN MISSISSIPPI-NATCHEZ,HATTIESBURG,MS,UNITED STATES
UNIVERSITY THAI CHAMBER OF COMMERCE,BANGKOK,,THAILAND
UNIVERSITY TOKYO-PEAK UNDERGRADUATE,TOKYO,,JAPAN
UNIVERSITY WESTERN AUSTRALIA,PERTH,,AUSTRALIA
UPPER IOWA UNIVERSITY,FAYETTE,IA,UNITED STATES
UPSALA COLLEGE-EAST ORANGE CAMPUS,EAST ORANGE,NJ,UNITED STATES
UPSALA COLLEGE-WIRTHS CAMPUS,SUSSEX,NJ,UNITED STATES
URBANA UNIVERSITY,URBANA,OH,UNITED STATES
URSINUS COLLEGE,COLLEGEVILLE,PA,UNITED STATES
URSULINE COLLEGE,PEPPER PIKE,OH,UNITED STATES
US SPORTS ACADEMY,DAPHNE,AL,UNITED STATES
UTAH STATE UNIVERSITY,LOGAN,UT,UNITED STATES
UTAH TECHNICAL COLLEGE AT PROVO,PROVO,UT,UNITED STATES
UTAH TECHNICAL COLLEGE AT SALT LAKE,SALT LAKE CITY,UT,UNITED STATES
UTAH VALLEY STATE COLLEGE,OREM,UT,UNITED STATES
UTICA COLLEGE OF SYRACUSE UNIVERSITY,UTICA,NY,UNITED STATES
UTICA SCHOOL OF COMMERCE,UTICA,NY,UNITED STATES
VALDOSTA STATE COLLEGE,VALDOSTA,GA,UNITED STATES
VALENCIA COMMUNITY COLLEGE,ORLANDO,FL,UNITED STATES
VALLEY BAPTIST SCHOOL OF VOC NURSING,HARLINGEN,TX,UNITED STATES
VALLEY CITY STATE COLLEGE,VALLEY CITY,ND,UNITED STATES
VALLEY FORGE MILITARY JUNIOR COLLEGE,WAYNE,PA,UNITED STATES
VALPARAISO UNIVERSITY,VALPARAISO,IN,UNITED STATES
VANCE GRANVILLE COMMUNITY COLLEGE,HENDERSON,NC,UNITED STATES
VANDERBILT UNIVERSITY,NASHVILLE,TN,UNITED STATES
VANDERCOOK COLLEGE OF MUSIC,CHICAGO,IL,UNITED STATES
VASSAR COLLEGE,POUGHKEEPSIE,NY,UNITED STATES
VENNARD COLLEGE,UNIVERSITY PARK,IA,UNITED STATES
VENTURA COLLEGE,VENTURA,CA,UNITED STATES
VERMILION COMMUNITY COLLEGE,ELY,MN,UNITED STATES
VERMONT COLLEGE-NORWICH UNIVERSITY,NORTHFIELD,VT,UNITED STATES
VERMONT LAW SCHOOL,SOUTH ROYALTON,VT,UNITED STATES
VERMONT TECHNICAL COLLEGE,RANDOLPH CENTER,VT,UNITED STATES
VERNON REGIONAL JUNIOR COLLEGE,VERNON,TX,UNITED STATES
VESALIUS COLLEGE,BRUSSELS,,BELGIUM
VICTOR VALLEY COLLEGE,VICTORVILLE,CA,UNITED STATES
VICTORIA COLLEGE,VICTORIA,TX,UNITED STATES
VILLA JULIE COLLEGE,STEVENSON,MD,UNITED STATES
VILLA MARIA COLLEGE,ERIE,PA,UNITED STATES
VILLA MARIA COLLEGE OF BUFFALO,BUFFALO,NY,UNITED STATES
VILLANOVA UNIVERSITY,VILLANOVA,PA,UNITED STATES
VINCENNES UNIVERSITY,VINCENNES,IN,UNITED STATES
VIRGINIA COMMONWEALTH UNIVERSITY,RICHMOND,VA,UNITED STATES
VIRGINIA HIGHLANDS COMMUNITY COLLEGE,ABINGDON,VA,UNITED STATES
VIRGINIA INTERMONT COLLEGE,BRISTOL,VA,UNITED STATES
VIRGINIA MILITARY INSTITUTE,LEXINGTON,VA,UNITED STATES
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,BLACKSBURG,VA,UNITED STATES
VIRGINIA SEMINARY AND COLLEGE,LYNCHBURG,VA,UNITED STATES
VIRGINIA STATE UNIVERSITY,PETERSBURG,VA,UNITED STATES
VIRGINIA UNION UNIVERSITY,RICHMOND,VA,UNITED STATES
VIRGINIA WESLEYAN COLLEGE,NORFOLK,VA,UNITED STATES
VIRGINIA WESTERN COMMUNITY COLLEGE,ROANOKE,VA,UNITED STATES
VISTA COLLEGE,BERKELEY,CA,UNITED STATES
VITERBO COLLEGE,LACROSSE,WI,UNITED STATES
VOLUNTEER STATE COMMUNITY COLLEGE,GALLATIN,TN,UNITED STATES
VOORHEES COLLEGE,DENMARK,SC,UNITED STATES
WABASH COLLEGE,CRAWFORDSVILLE,IN,UNITED STATES
WABASH VALLEY COLLEGE,MT CARMEL,IL,UNITED STATES
WADHAMS HALL SEMINARY-COLLEGE,OGDENSBURG,NY,UNITED STATES
